AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,EDUCATION,LIMIT_BAL,MARRIAGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,default_payment_next_month
34,10821,11877,13656,14949,16567,16826,2,5.00E+04,1,0,0,0,0,0,0,1221,2.00E+03,1500,2.00E+03,2.00E+03,4.00E+03,2,0
31,390,390,390,4825,5202,780,1,1.50E+05,2,2,-1,-1,-1,-1,-1,390,390,4825,5202,780,0,2,1
30,9636,10152,1817,-828,6153,12663,2,2.30E+05,1,2,0,-1,-1,-1,-1,1222,1837,0,7863,12675,2959,2,1
53,10733,15206,1.50E+04,9744,11114,8123,2,3.60E+05,2,-1,-1,-1,-1,-1,-1,15206,15032,9769,11114,8123,8736,2,0
44,316,316,316,316,316,466,1,2.60E+05,2,-1,-1,-1,-1,-1,-1,316,316,316,316,466,316,1,0
33,11026,9535,10510,10472,10140,10101,2,2.00E+04,1,0,0,0,0,0,0,1174,1149,501,356,507,458,1,0
33,7363,5180,31902,11044,0,0,1,5.00E+04,2,-1,2,-1,-1,-1,-2,39,32013,11079,0,0,0,2,0
28,79580,81493,82759,83609,85325,87096,1,1.00E+05,2,2,2,2,2,2,2,3790,3200,3100,3200,3332,3280,2,1
42,0,0,2490,0,0,0,1,2.10E+05,1,1,-2,-1,-1,-2,-2,0,2490,0,0,0,0,2,1
26,31421,22150,0,0,0,0,1,5.00E+05,2,1,-2,-2,-2,-2,-2,22157,0,0,0,0,0,2,0
27,-54,273,19,-254,-527,1096,1,7.00E+04,2,1,-1,-1,-1,-2,-1,600,19,0,0,1896,0,1,0
30,97062,74352,75004,76705,78168,80347,2,1.00E+05,1,0,0,0,0,0,0,2800,2700,5400,3500,3500,3200,2,0
37,385,12695,1290,0,0,3058,1,4.00E+05,2,-1,-1,-1,-1,-2,-1,13032,1290,0,0,3058,3768,1,0
44,2.00E+03,780,0,7472,10174,11104,3,5.00E+04,1,-1,-1,-1,-1,0,0,780,0,7472,3.00E+03,1104,1.00E+03,2,0
36,16754,18873,19862,19245,20532,19953,3,2.00E+04,2,0,0,2,2,2,2,2400,1600,0,1600,209,0,2,1
39,99259,102345,109636,326,2016,61707,1,7.00E+05,1,0,0,0,0,-2,-1,5.00E+03,1.00E+04,326,2016,61707,17785,2,0
33,66055,67405,68405,69387,70727,72215,3,1.20E+05,1,1,2,2,2,2,2,3.00E+03,2700,2700,2600,2800,0,1,1
45,2605,2605,4590,2605,2605,3795,2,1.50E+05,1,-1,-1,-1,-1,-1,-1,2605,4590,2605,2605,3795,10675,2,0
30,15380,4116,19453,17912,18480,18848,1,6.00E+04,2,0,-1,0,0,0,0,4147,19435,1.00E+03,1.00E+03,1.00E+03,1.00E+03,1,0
24,48861,48082,48614,26667,26036,26850,2,5.00E+04,2,1,2,0,0,0,0,2.00E+03,2233,1083,1100,1400,3.00E+03,2,1
33,0,7042,2986,0,0,0,2,1.70E+05,2,1,-1,-1,-1,-2,-2,7042,2986,0,0,0,0,2,0
30,550,0,13013,14265,13659,0,3,2.30E+05,2,-1,-1,-1,0,0,0,0,13013,1252,3659,0,0,2,0
53,1598,2487,0,4810,2796,3245,3,3.00E+04,2,-1,-1,-1,-1,-1,-1,2487,0,4810,2796,3245,7305,2,1
33,0,0,0,0,0,150,2,1.10E+05,2,1,-2,-2,-2,-2,-1,0,0,0,0,300,102,2,1
38,4290,4738,2803,6027,10722,8452,1,4.90E+05,1,-1,-1,-1,-1,-1,0,4738,2803,6027,10722,6.00E+03,1139,2,0
23,44733,44144,44739,43455,43980,44614,2,1.40E+05,2,0,0,0,0,0,0,2100,2027,1800,1600,1750,1700,2,0
40,2946,0,390,390,390,390,3,2.00E+04,1,-1,-1,-1,-1,-1,-1,0,390,390,390,390,780,2,0
30,1544,1648,1284,1088,892,-304,1,3.10E+05,2,-2,-2,-2,-2,-2,-2,1300,1.00E+03,1.00E+03,1.00E+03,304,39544,1,0
28,149445,139794,133224,106127,51097,38555,2,3.90E+05,2,0,0,0,0,0,0,8046,5150,5297,5084,5065,5042,1,0
34,772,337,618,150,150,377,3,1.50E+05,1,-1,-1,-1,-1,-1,-1,340,618,150,150,227,0,2,0
30,0,2500,0,0,0,0,1,3.60E+05,2,-2,-1,-1,-2,-2,-2,2500,0,0,0,0,0,1,0
27,27772,30461,29325,21449,29709,29086,2,3.00E+04,2,-1,-1,2,0,-1,2,3136,0,0,29709,0,1576,2,0
30,4187,5152,3679,596,446,2699,1,5.00E+04,2,2,2,2,-1,2,2,2300,0,700,0,2300,0,1,1
27,7010,9876,11115,12915,14415,0,1,5.00E+04,2,0,0,0,0,0,0,3.00E+03,1500,2.00E+03,2.00E+03,0,0,1,0
32,386405,387910,293177,274539,253443,253671,1,5.00E+05,2,-1,0,0,0,0,0,25016,20018,1.00E+04,79377,52778,1.00E+04,1,0
30,19882,20611,21859,22445,22935,23404,3,7.00E+04,1,0,0,0,0,0,0,1352,1600,949,1.00E+03,1.00E+03,1.00E+03,1,0
32,0,0,0,0,0,0,1,1.20E+05,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,1
22,50342,50482,49217,40882,20258,20303,2,5.00E+04,2,0,0,0,0,0,0,1896,1656,1750,717,753,1.00E+03,2,0
29,47585,52084,53817,54818,55985,57398,2,9.00E+04,2,0,0,0,0,0,0,1.00E+04,2600,2500,2200,2500,3.00E+03,2,0
32,15548,15009,17752,17172,18732,23389,2,1.80E+05,1,1,2,2,2,0,0,0,3.00E+03,0,2.00E+03,5.00E+03,2.00E+03,2,1
32,5150,10190,10190,10190,10594,11193,2,2.00E+05,1,-1,-1,-1,-1,-1,-1,10190,10190,10190,10594,11193,10190,2,0
44,1261,1261,1261,1261,1261,1261,2,5.00E+04,1,-1,-1,-1,-1,-1,-1,1261,1261,1261,1261,1261,1261,1,0
37,219099,217058,187841,186140,191678,191816,2,2.40E+05,1,0,0,0,0,0,0,8131,8123,6700,1.00E+04,7700,6.00E+03,2,0
32,81074,78262,76163,76813,77511,79069,2,8.00E+04,1,0,0,0,0,0,0,3700,3400,2900,2900,2841,3100,2,0
35,4439,33720,14283,16426,10833,2261,1,3.50E+05,2,-1,-1,-1,0,0,0,33891,16267,4027,234,1565,26346,1,0
43,8201,7882,-2,-2,-2,-2,1,3.80E+05,2,1,2,2,-2,-2,-2,39,0,0,0,0,0,1,1
47,396,396,396,792,396,772,2,3.00E+04,2,-1,-1,-1,-1,0,-1,396,396,792,0,772,0,1,0
31,33781,35879,26043,27497,29082,31647,2,2.00E+05,2,0,0,0,0,0,0,3.00E+03,2.00E+03,2.00E+03,2.00E+03,3.00E+03,4.00E+03,1,0
28,0,0,1310,816,0,0,1,3.00E+04,2,1,-2,-1,-1,-1,-2,0,1310,816,0,0,0,1,0
32,74189,30670,6428,4618,2708,54024,2,1.80E+05,1,0,0,0,0,-1,-1,2.00E+03,1.00E+03,0,2708,54024,2.00E+03,2,0
42,11973,61834,25145,37666,19453,10492,1,3.00E+05,1,-1,0,0,-1,0,0,20979,5.00E+03,37676,8808,2.00E+03,2709,1,1
33,133461,133393,132211,101807,101083,101597,2,1.30E+05,1,0,0,0,0,0,0,7010,6657,3899,3952,3900,4.00E+03,2,0
25,6174,7543,7255,3887,5887,0,2,2.00E+04,2,1,2,2,0,0,0,2.00E+03,28,0,2.00E+03,0,0,1,1
26,5591,6619,10574,7733,6794,5487,2,1.80E+05,2,0,0,0,0,0,0,1126,4081,240,504,169,62,1,1
24,63903,65248,62958,64209,59482,60883,1,7.00E+04,2,0,0,0,0,0,0,3.00E+03,2190,2201,2181,2413,1952,2,0
29,34423,33952,33165,32391,31332,30558,2,3.00E+04,2,8,7,6,5,4,3,0,0,0,0,0,0,1,0
36,45106,81264,18122,27229,21462,27911,1,5.00E+05,2,-2,-2,-2,-2,-2,-2,81690,18225,27365,21570,28050,17397,1,1
49,44801,41545,40649,40843,40612,40656,3,6.00E+04,1,0,0,0,0,0,0,3.00E+03,4506,2500,1800,4200,2500,1,0
39,-200,-200,-200,0,60800,0,1,2.00E+05,2,-2,-2,-2,-2,-2,-2,0,0,200,60800,0,0,1,0
37,166246,169163,136604,136607,133199,135242,2,1.70E+05,1,0,0,0,0,0,0,6700,6800,4700,4700,5500,5.00E+03,2,0
45,4148,0,0,0,0,0,3,1.80E+05,0,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,2,0
35,9918,10971,11817,17865,18239,14527,1,2.00E+05,1,-1,0,0,0,0,0,1219,1165,7865,592,807,679,2,0
33,4040,4048,3959,205,3199,5104,2,3.10E+05,2,-2,-2,-2,-2,-2,-2,4068,3964,205,3209,5109,1434,1,0
31,62198,35674,34979,510,2166,765,2,3.00E+05,2,0,0,0,-1,-1,-1,1600,2600,510,903,765,773,1,0
33,-5,3465,3191,1873,90687,4577,1,2.00E+05,2,1,-1,-1,0,-1,-1,3470,3191,0,90729,0,6266,1,0
67,30374,29038,27737,29499,30124,26855,2,3.00E+04,1,2,2,0,0,2,2,0,1500,2182,1200,0,2302,2,1
40,1107,3891,120338,8318,8488,130,1,4.00E+05,1,-1,-1,-1,0,0,-1,3891,120407,0,170,130,8595,2,0
31,652,326,326,326,476,326,1,1.40E+05,2,-1,2,-1,-1,-1,-1,0,326,326,476,326,326,2,1
23,26847,24815,21681,22293,17155,13470,1,3.00E+04,2,0,0,0,0,0,0,2500,3500,2.00E+03,3500,2.00E+03,1.00E+03,2,0
31,279,279,279,279,129,179,2,1.10E+05,2,2,2,3,3,2,-1,0,0,0,0,200,0,1,0
33,20500,16237,20960,6914,1017,780,3,2.00E+04,1,2,0,0,0,0,-2,2191,1.00E+03,0,1017,780,6380,1,1
49,10750,8755,8684,5983,4252,5034,2,5.00E+04,1,0,0,0,0,0,0,1507,3109,2209,2.00E+03,2500,3.00E+03,1,0
56,284204,284041,283396,213294,213384,213604,2,2.80E+05,1,0,0,0,0,0,0,10261,17003,7657,7750,7861,8083,2,1
55,29278,30393,29785,30377,30155,31098,3,3.00E+04,1,2,0,0,0,0,0,1600,1585,1377,1155,2600,0,2,1
43,291,291,291,291,291,291,2,2.40E+05,2,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,1,1
40,2159,760,2775,22813,10526,326,1,2.00E+05,2,-1,-1,-1,-1,-1,-1,1086,2775,22813,10526,326,573,1,0
61,1477,3699,2252,4932,2783,7411,1,2.30E+05,1,-1,-1,-1,-1,-1,-1,3710,2266,7338,2791,7433,4527,1,0
33,148341,8095,15047,3220,20461,3249,1,3.50E+05,2,-1,-1,-1,-1,-1,-1,8405,15052,3805,20467,3253,27168,1,0
66,47615,74976,4040,151858,48580,1451,6,3.60E+05,1,-1,-1,-1,-1,-1,-1,75351,4064,152618,48822,1451,171944,1,0
32,8425,8148,9481,9180,10052,10091,2,1.00E+04,1,1,2,2,2,2,2,0,1632,0,1022,350,0,1,0
31,215316,198490,169014,167776,168110,168505,1,2.50E+05,2,0,0,0,0,0,0,6845,5945,5919,6.00E+03,6059,5837,1,0
26,2343,32278,24175,15182,12805,14415,1,1.30E+05,2,-1,-1,0,0,0,0,32322,1217,1.00E+03,3.00E+03,2.00E+03,390,1,0
42,0,0,0,0,0,2485,1,1.70E+05,1,1,-2,-2,-2,-2,-1,0,0,0,0,2485,7797,1,0
29,83687,85360,86274,84001,85897,88759,2,1.10E+05,2,1,2,2,2,0,0,3900,3200,0,3400,4500,2600,1,0
44,256402,264267,271951,278509,283545,278436,1,2.70E+05,1,3,3,4,4,4,4,17944,18112,15405,1.00E+04,0,0,1,0
36,45159,49125,47956,43578,35126,34420,2,5.00E+04,1,2,2,2,0,0,2,4700,0,2004,3500,0,1.00E+03,2,0
44,109006,110256,113283,101247,96939,81977,3,1.30E+05,1,0,0,0,0,0,2,4500,5.00E+03,4.00E+03,10600,0,2300,2,0
25,19801,20449,19798,20217,21435,19239,1,3.00E+04,2,0,0,2,0,0,2,3.00E+03,0,700,1500,0,323,2,0
30,149389,145757,144229,144470,144386,120586,1,1.40E+05,2,1,2,0,0,0,0,0,5350,5555,5836,4191,4341,2,0
47,19739,19137,19857,15422,19279,9537,3,2.00E+04,1,1,2,0,0,0,2,0,1200,0,9537,0,0,1,0
26,77389,75585,80300,75724,77504,79715,2,8.00E+04,2,1,2,2,2,0,0,0,6.00E+03,0,3.00E+03,3500,3.00E+03,1,0
36,21494,25600,0,0,36565,37353,2,1.80E+05,1,0,0,0,-2,-1,0,5.00E+03,0,0,36565,1548,1.00E+03,2,0
25,137606,140557,1.11E+05,3238,89437,91136,2,1.40E+05,2,2,0,0,-1,-1,0,6.00E+03,3200,3238,89437,3228,3.00E+03,2,0
52,115702,113576,109812,104567,100541,96495,1,2.00E+05,2,0,0,0,0,0,0,5517,5381,3838,3589,3397,3296,1,0
28,9305,13614,13103,14077,15189,16275,1,1.40E+05,2,0,0,2,0,0,0,4800,0,1500,1500,1500,1500,2,1
62,1262,1642,1975,672,5112,3932,3,8.00E+04,1,-1,-1,-1,-1,-1,-1,1642,1975,672,5112,3932,20289,1,0
25,10022,12847,12351,12350,12608,12892,2,1.80E+05,2,2,2,2,0,0,0,3.00E+03,0,500,455,491,500,1,1
38,50958,50889,49697,9176,9368,9554,2,5.00E+04,2,0,0,0,0,0,0,2042,1150,329,340,342,354,1,0
55,81998,83674,80890,31565,33049,22694,2,9.00E+04,1,2,2,0,0,0,0,4003,3.00E+03,3.00E+03,3.00E+03,2.00E+03,2.00E+03,2,1
38,584,3291,8660,7495,1120,62,1,2.50E+05,2,-2,-2,-2,-2,-2,-2,3307,8703,7532,1125,62,7718,1,0
34,381,3376,2958,4154,5885,3129,2,2.70E+05,2,-1,-1,-1,-1,-1,-1,3406,2983,4172,5912,3143,0,2,1
45,81841,74516,69485,30396,30595,29033,2,8.00E+04,1,0,0,0,0,0,0,4100,2507,2140,2.00E+03,1500,1.00E+03,2,0
29,30101,31281,30180,30471,31110,31728,1,1.20E+05,2,0,0,0,0,0,0,2.00E+03,2.00E+03,1090,1129,1135,1200,1,0
23,2516,0,0,0,1524,25421,2,6.00E+04,2,2,2,-2,-2,-1,-1,0,0,0,1524,25421,1.00E+03,2,0
26,390,390,390,390,390,390,3,1.60E+05,2,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,2,0
54,16230,-200,0,0,6.90E+04,2500,3,3.60E+05,1,-2,-2,-2,-2,-2,-1,0,200,0,6.90E+04,2500,0,1,0
22,8537,9591,10581,10818,11050,10880,1,5.00E+04,2,0,0,0,0,0,0,1200,1163,400,790,400,380,2,0
24,97043,39837,6928,17006,17363,17707,2,5.00E+04,2,0,0,-1,-1,0,0,2.00E+03,6943,17006,630,633,657,2,0
42,3260,2270,5887,3935,3935,3935,2,1.50E+05,1,-1,-1,-1,-1,-1,-1,2270,5887,3935,3935,3935,3935,2,1
41,5325,-5,-5,1074,1972,1876,3,2.40E+05,1,-1,-1,-2,-1,-1,-1,5,0,1079,1977,1885,1211,2,0
46,50131,28152,20746,27624,16015,16746,3,5.00E+04,2,0,0,0,0,0,0,1388,2011,1006,1.00E+03,1.00E+03,1.00E+03,1,0
37,18314,16088,17806,15498,13810,164969,1,6.80E+05,2,0,0,0,0,0,0,2700,2400,600,400,1.61E+05,5800,1,0
30,270276,506260,263734,268216,262895,264508,1,2.80E+05,2,0,0,0,0,0,0,1.10E+04,1.00E+04,10004,10020,10100,1.00E+04,2,0
33,8308,7565,8373,7565,7565,7565,1,6.00E+04,1,-1,-1,-1,-1,-1,-1,7565,8373,7565,7565,7565,7565,1,0
57,118709,120580,118684,88557,91124,88094,2,1.20E+05,1,0,0,0,0,0,0,5.00E+03,5007,4.00E+03,4003,4003,4.00E+03,1,1
35,2890,9796,13443,396,396,396,2,8.00E+04,1,-1,-1,-1,-1,-1,0,9796,13443,396,396,0,396,2,0
39,74298,80073,81959,89991,88018,86299,1,1.70E+05,1,2,2,2,2,4,3,7.00E+03,3800,1.00E+04,0,0,3100,1,1
46,194301,199451,198684,87700,88621,53243,1,2.90E+05,1,0,0,0,0,0,0,10744,6.00E+03,1573,1629,3129,105423,1,0
33,291,291,291,291,441,291,1,2.10E+05,2,-1,-1,-1,-1,-1,-1,291,291,291,441,291,291,1,0
24,49946,48808,45469,20228,18900,19066,1,5.00E+04,2,2,2,0,0,0,0,0,2079,693,1080,700,1004,1,0
29,122286,122839,123035,114385,115903,118528,2,2.20E+05,2,0,0,0,0,0,0,5008,5007,6007,5.00E+03,4700,5503,1,0
46,9532,9236,10047,8775,8984,7628,2,1.00E+04,3,1,2,0,0,0,0,0,1006,1390,1.00E+03,1.00E+03,2.00E+03,2,0
26,10658,9288,390,390,390,0,1,2.00E+04,2,-1,0,-1,-1,-1,-1,1072,390,390,390,0,780,2,0
34,132214,135140,135263,137540,144786,146379,2,1.50E+05,1,0,0,0,0,0,0,4414,4700,4306,10006,4822,4112,1,0
26,416,416,416,416,416,982,1,2.00E+04,2,-1,-1,-1,-1,-1,-1,416,416,416,416,982,0,1,1
30,-200,-200,-200,746,3956,2500,2,4.00E+05,2,-2,-2,-2,-2,-2,-2,0,0,946,3956,2500,0,2,0
31,38635,41031,45929,48661,49723,50896,1,2.00E+05,2,0,0,0,0,0,0,3031,5929,3500,2.00E+03,2.00E+03,11028,2,0
34,0,0,0,0,0,150,1,3.60E+05,2,1,-2,-2,-2,-2,-1,0,0,0,0,150,59,1,0
29,64982,44908,51535,24607,28279,48934,2,2.30E+05,1,0,0,0,0,0,0,3.00E+03,1.10E+04,1.50E+04,1.30E+04,3.60E+04,3.00E+03,2,0
23,6733,0,0,19132,19533,20235,1,2.00E+04,2,0,0,-2,-1,0,0,0,0,19132,709,1027,600,2,0
34,6626,2469,3760,4273,3015,5076,2,2.00E+05,1,-2,-2,-2,-1,-1,-1,2476,3771,4285,3023,5088,6282,2,0
37,10323,6659,6740,3559,7086,6979,2,7.00E+04,1,-1,2,0,0,-1,-1,0,3559,189,7086,3370,0,1,1
25,7160,8185,9286,9483,9780,10068,2,3.00E+04,2,0,0,0,0,0,0,1300,1400,500,600,600,600,1,0
24,18937,18350,18918,19323,13180,5200,2,2.00E+04,2,3,2,0,0,-1,-1,0,1251,656,13180,5200,0,1,0
32,21460,23412,25331,25741,26800,28817,2,3.20E+05,2,0,0,0,0,0,0,3.00E+03,3.00E+03,1500,2.00E+03,3.00E+03,2.00E+03,1,0
37,8014,7668,7081,5738,6461,4822,1,5.00E+04,1,2,0,0,0,-1,2,1200,1.00E+03,91,11283,0,1.00E+03,2,0
49,4214,6378,4074,116446,9335,3312,2,5.00E+05,1,-2,-2,-2,-2,-2,-2,6378,4074,116446,9335,3312,43664,1,0
43,17454,-50,45297,17371,11481,5922,1,2.50E+05,1,-1,-1,-1,0,0,-1,24890,48394,0,5461,1.50E+04,6.00E+03,2,0
31,6466,6266,12578,7650,48090,17013,1,3.90E+05,2,-2,-2,-2,-2,-2,-2,6266,12581,7650,48090,28973,17271,2,0
42,179851,186961,201703,189455,194373,207022,1,3.60E+05,1,0,0,0,0,0,0,10005,20117,15018,10027,20057,1.70E+04,2,0
48,137823,137199,136331,123913,122657,122225,2,1.70E+05,1,0,0,0,0,0,0,5396,5.00E+03,5.00E+03,5.00E+03,5.00E+03,4.00E+03,1,0
28,0,0,0,0,0,0,1,1.50E+05,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0
23,8766,4777,0,0,0,0,1,8.00E+04,2,0,0,0,-2,-2,-2,1600,0,0,0,0,0,2,0
22,586,297,3674,1392,3085,3450,1,5.00E+04,2,-1,-1,-1,-1,-1,-1,297,3675,1392,3086,3492,3721,2,1
26,1041,10757,11094,9351,8562,8058,2,2.00E+04,2,2,-1,0,0,0,0,10758,2679,502,224,513,9,2,0
29,41815,42938,44022,44792,45915,46998,2,8.00E+04,2,0,0,0,0,0,0,2100,2100,1800,2.00E+03,2.00E+03,2500,1,0
25,191,1963,4729,1568,4295,0,1,1.50E+05,2,1,-2,-1,-1,-1,-1,1964,4729,1568,4295,0,1895,2,0
35,10350,0,0,0,0,0,5,3.10E+05,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0
24,2155,0,1978,14207,8602,7201,2,5.00E+04,2,-1,-1,-1,-1,0,-1,0,30300,14207,602,7201,383,1,0
54,11351,11449,6515,2315,1817,2081,2,5.00E+04,1,0,0,0,0,0,-1,1150,1012,46,36,2081,2270,2,0
31,4.70E+04,49236,57752,56243,55213,58700,2,6.00E+04,1,0,0,0,3,2,2,3.00E+03,1.00E+04,0,0,4400,2200,2,0
36,108316,100784,88568,43720,42138,43085,1,1.10E+05,2,0,0,0,0,0,0,4600,3500,2.00E+03,2.00E+03,1800,1700,2,0
27,42189,83754,120927,105303,82475,33262,1,3.00E+05,2,-1,-1,-1,0,0,0,83754,120927,0,716,25213,92250,2,0
36,356913,208305,68214,168014,16209,18918,1,3.60E+05,2,-1,-1,-1,0,0,0,2.10E+05,1.70E+05,1.00E+05,3.00E+03,3.00E+03,5.00E+03,1,0
33,5613,11576,7017,1185,0,542,1,4.70E+05,2,-1,-1,-1,0,0,-1,11606,7017,24,0,542,208896,1,0
41,79021,77975,74749,80757,83685,81569,2,1.50E+05,1,0,0,0,0,0,0,4023,3016,1.00E+04,4011,3073,3005,2,0
29,2673,0,317,317,1521,1204,1,8.00E+04,2,-2,-2,-1,2,2,3,0,317,0,1204,0,0,2,0
37,48206,48659,47248,48241,49196,50296,2,5.00E+04,2,0,0,0,0,0,0,2120,1750,1700,1800,2023,2113,1,0
24,122750,118319,61466,48288,48898,49699,2,1.30E+05,2,0,0,0,0,0,0,4966,2034,1710,1765,2.00E+03,2672,2,0
27,316,316,1360,9474,10158,2551,1,1.20E+05,2,-1,-1,-1,-1,0,0,316,1360,1.00E+04,1.00E+03,2.00E+03,3.00E+03,1,0
42,470,740,3774,836,1325,1440,1,2.00E+05,2,-2,-2,-2,-2,-2,-2,740,3782,836,1325,1440,506,1,0
37,76089,77985,79104,80399,81462,83366,1,2.10E+05,1,2,2,2,2,2,2,3700,3.00E+03,3200,2500,3400,4300,2,1
44,21043,21183,1754,666,1339,1748,2,3.00E+04,2,-1,0,-1,0,-1,-1,1196,1757,2,1443,1949,0,1,0
24,48432,52650,53099,51648,55409,54366,1,7.00E+04,2,0,0,2,2,2,2,5.00E+03,1900,0,4600,0,2300,2,0
50,61600,61952,60661,29095,17636,31406,3,6.00E+04,1,0,0,0,0,0,0,3300,2.00E+03,900,889,21500,3600,2,1
42,-984,3516,1924,1924,8924,6729,2,5.00E+05,1,1,-1,2,2,0,0,4500,0,0,7.00E+03,36,532,1,1
24,17524,22184,23270,27372,31905,34954,2,9.00E+04,2,-1,0,0,0,0,0,5.00E+03,5.00E+03,5.00E+03,5.00E+03,3600,2.00E+03,2,0
39,1081,148,148,296,148,148,2,1.80E+05,1,-1,-1,-1,-1,0,-1,148,148,296,0,148,1495,2,0
36,40434,13352,129978,150637,138969,132118,1,3.60E+05,1,0,0,-1,0,0,0,2.00E+03,129990,3.00E+04,2.50E+04,5.00E+03,3.00E+03,1,0
37,142149,139025,50283,159231,155342,156769,2,2.10E+05,2,0,0,0,0,0,0,6534,3069,110017,5496,6307,5376,1,0
26,1747,11817,14225,16017,12613,6600,2,2.00E+05,2,-1,-1,0,0,0,0,12957,3884,5010,700,360,1713,1,0
40,94585,61111,24801,6288,166251,162785,2,5.00E+05,1,0,0,0,-1,-1,0,2659,2090,6333,178460,5506,6205,1,0
32,44734,47178,29582,38426,42500,43531,1,2.30E+05,2,0,0,0,0,0,0,10120,2.00E+04,1.00E+04,5.00E+03,5.00E+03,5.00E+03,1,0
41,48979,41597,29347,19544,11989,9079,2,6.00E+04,1,0,0,0,0,0,-1,5070,1219,1007,8,9381,1156,1,0
29,10532,13145,12637,13922,13556,14528,1,5.00E+04,2,0,0,2,2,2,2,2800,0,1500,0,1200,0,2,1
28,36108,34256,36357,37878,39489,41833,4,1.30E+05,2,0,0,0,0,0,0,3.00E+03,3.00E+03,2500,3.00E+03,3.00E+03,2.00E+03,2,0
43,12458,7146,11529,20860,0,780,2,1.60E+05,2,-1,-1,0,0,0,-1,7545,5.00E+03,1.00E+04,0,780,0,1,0
27,6274,5971,3980,9040,9040,0,1,2.00E+04,2,1,2,-1,-1,0,0,0,4.00E+03,9040,0,0,17291,1,0
43,7806,8392,8967,8729,10816,15893,2,2.30E+05,1,0,0,0,0,0,0,1295,1300,468,2816,5893,5977,2,0
54,50356,48981,47942,1261,17147,16609,3,5.00E+04,1,0,0,0,-1,-1,0,2.00E+03,1120,1300,17147,1.00E+03,1.00E+03,1,0
70,100895,70244,64839,57583,45554,37063,1,3.50E+05,1,0,0,0,0,0,0,3371,2089,3008,1300,1500,1372,1,0
33,0,0,3104,4056,565,960,3,2.10E+05,2,1,-2,-1,-1,-1,-1,0,3104,4056,565,960,1958,2,1
49,178367,179062,177663,180312,185910,191895,3,1.90E+05,1,2,2,2,2,2,2,5.00E+03,3.00E+03,7100,8700,9300,9500,1,1
27,81111,83081,60210,61221,62636,54261,1,9.00E+04,2,0,0,0,0,0,0,3500,3.00E+03,2600,2600,3.00E+03,1500,2,0
27,28207,29261,28497,29862,43148,30603,1,3.00E+04,2,2,2,2,2,2,2,1800,0,2150,900,3776,0,2,1
27,20874,21930,22165,20502,19030,15119,1,1.20E+05,2,0,0,0,0,0,0,1700,1500,700,1.00E+03,1.00E+03,1.00E+03,1,0
38,-284,-610,-936,-1262,-1588,-1914,1,1.20E+05,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0
34,65083,23750,22381,14685,7511,6722,1,3.20E+05,1,-2,-1,0,-1,-1,-1,23750,10162,14702,7511,6722,1.00E+04,2,0
25,16508,19638,19030,22033,21109,20474,2,2.00E+04,2,0,0,2,2,4,3,3400,0,3633,0,0,0,1,0
24,5496,698,400,25289,24435,2201,3,4.00E+04,2,-1,2,-1,-1,0,0,0,400,25289,0,0,1329,2,0
27,390,390,390,780,240,630,3,1.20E+05,1,2,-1,-1,-1,2,-1,390,390,780,0,930,300,2,0
30,115583,114915,117220,119599,120888,117881,3,1.20E+05,1,0,0,0,0,0,0,4178,4223,4296,4800,4423,4080,2,0
42,30439,1844,844,614,2887,3850,1,5.00E+05,2,-1,-1,-1,2,-1,-1,1844,1.00E+03,0,3.00E+03,4.00E+03,6.00E+03,2,1
48,93420,96284,97322,99419,101590,111679,2,1.70E+05,1,0,0,0,0,0,0,4371,3533,3716,3934,12030,0,1,1
41,0,0,0,0,0,18149,1,1.00E+05,1,1,-2,-2,-2,-2,-1,0,0,0,0,18149,0,2,0
52,30832,33652,35192,3.00E+04,10766,33887,1,3.40E+05,1,-2,-2,-2,-2,-2,-2,33670,35212,3.00E+04,10766,33905,30200,1,1
37,37774,38492,36453,29700,30167,29613,1,5.00E+04,2,0,0,0,0,0,0,1976,1564,1170,1055,1052,1022,1,0
38,107148,113396,110084,112272,114779,116920,3,2.40E+05,1,0,0,2,0,0,0,9500,0,4019,4317,4204,4314,2,1
37,29078,30144,32629,35126,35759,42317,2,2.80E+05,1,0,0,0,0,0,0,1515,3.00E+03,3.00E+03,1292,7147,1415,2,0
27,0,306,2017,6316,3107,0,1,3.00E+04,1,1,-1,-1,-1,0,0,306,2017,6316,62,0,1002,2,0
36,52855,49123,49522,19843,18440,18272,3,5.00E+04,2,0,0,0,0,0,0,2206,1605,397,369,365,1088,1,0
52,73904,73249,12327,10793,5309,900,3,1.00E+05,2,0,0,0,0,0,-1,2781,2101,216,0,900,500,1,0
